"Amministratori Comunali - elenco completo provincia di treviso"
"Aggiornato al 17/01/2025"
"codice_regione";"codice_provincia";"codice_comune";"denominazione_comune";"sigla_provincia";"popolazione_censita_alla_data_elezione";"cognome";"nome";"sesso";"data_nascita";"luogo_nascita";"livello_carica";"descrizione_carica";"incarico";"funzione";"data_elezione";"data_entrata_in_carica";"lista_appartenenza/collegamento";"titolo_studio";"professione"
"05";"084";"0230";"CORNUDA";"TV";"6286";"SALOGNI";"KATIUSCIA";"F";"30/03/1976";"PEDEROBBA (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;;"SPECIALISTI IN DISCIPLINE LINGUISTICHE, LETTERARIE E DOCUMENTALI"
"05";"084";"0230";"CORNUDA";"TV";"6286";"SARTOR";"CLAUDIO";"M";"06/01/1976";"MONTEBELLUNA (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;"Laurea Magistrale";"CONDIZIONI NON PROFESSIONALI"
"05";"084";"0230";"CORNUDA";"TV";"6286";"BORDIN";"NICOLA";"M";"11/11/1994";"MONTEBELLUNA (TV)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"10/06/2024";"UN FUTURO IN COMUNE";;
"05";"084";"0230";"CORNUDA";"TV";"6286";"CALZAVARA";"ANTONELLA";"F";"01/07/1972";"PEDEROBBA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"UN FUTURO IN COMUNE";"Laurea Magistrale";"IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0230";"CORNUDA";"TV";"6286";"COMAZZETTO";"GIOVANNI";"M";"21/08/1990";"VALDOBBIADENE (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"UN FUTURO IN COMUNE";;
"05";"084";"0230";"CORNUDA";"TV";"6286";"CONDIO";"ERICA";"F";"24/08/1981";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";"Laurea Magistrale";"AVVOCATI E PROCURATORI LEGALI"
"05";"084";"0230";"CORNUDA";"TV";"6286";"CORSO";"ELISA";"F";"02/12/1993";"VALDOBBIADENE (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0230";"CORNUDA";"TV";"6286";"DE BORTOLI";"FEDERICO";"M";"05/06/1998";"FELTRE (BL)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";;
"05";"084";"0230";"CORNUDA";"TV";"6286";"DITADI";"MARCO";"M";"02/07/1964";"TREVISO (TV)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"10/06/2024";"CIVICA CORNUDA";"Laurea Magistrale";"ARCHITETTI"
"05";"084";"0230";"CORNUDA";"TV";"6286";"FONTANA";"MORRIS";"M";"23/03/1994";"FELTRE (BL)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";;
"05";"084";"0230";"CORNUDA";"TV";"6286";"LAMONATO";"MAURIZIO";"M";"30/08/1967";"VALDOBBIADENE (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";"Istruzione Secondaria di Secondo Grado";"SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE"
"05";"084";"0230";"CORNUDA";"TV";"6286";"SALOGNI";"KATIUSCIA";"F";"30/03/1976";"PEDEROBBA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";;"SPECIALISTI IN DISCIPLINE LINGUISTICHE, LETTERARIE E DOCUMENTALI"
"05";"084";"0230";"CORNUDA";"TV";"6286";"SARTOR";"CLAUDIO";"M";"06/01/1976";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";"Laurea Magistrale";"CONDIZIONI NON PROFESSIONALI"
"05";"084";"0230";"CORNUDA";"TV";"6286";"ZANESCO";"MARCO";"M";"27/12/1992";"VALDOBBIADENE (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARE PER CORNUDA";;
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"TORMENA";"MARIANELLA";"F";"12/02/1968";"MONTEBELLUNA (TV)";"10";"Sindaco";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Laurea Magistrale";"CHIMICI"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"BOLZONELLO";"CHIARA";"F";"19/11/1992";"MONTEBELLUNA (TV)";"50";"Assessore";"Vicesindaco";;"09/06/2024";"24/06/2024";;"Laurea Magistrale";"Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche non direttive"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"DALLA ZANNA";"GIULIA";"F";"09/03/1992";"MONTEBELLUNA (TV)";"50";"Assessore";;;"09/06/2024";"24/06/2024";;"Istruzione Secondaria di Secondo Grado";"Altri addetti a servizi sanitari (portantini, ecc.)"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"FRITZ";"GIANCARLO";"M";"19/09/1942";"CROCETTA DEL MONTELLO (TV)";"50";"Assessore";;;"09/06/2024";"24/06/2024";;"Laurea Magistrale";"Pensionati e persone ritirate dal lavoro"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"MASIN";"STEFANO";"M";"01/08/1976";"MONTEBELLUNA (TV)";"50";"Assessore";;;"09/06/2024";"24/06/2024";;"Istruzione Secondaria di Secondo Grado";"Artigiani e operai specializzati dell'industria estrattiva e dell'edilizia (minatori, brillatori, scalpellini, marmisti, muratori, carpentieri e falegnami, ponteggiatori, pavimentatori, vetrai, idraulici, elettricisti, installatori di infissi e serramenta"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"BOLZONELLO";"CHIARA";"F";"19/11/1992";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Laurea Magistrale";"Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche non direttive"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"DALLA ZANNA";"GIULIA";"F";"09/03/1992";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Istruzione Secondaria di Secondo Grado";"Altri addetti a servizi sanitari (portantini, ecc.)"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"D'AMBROSO";"DIEGO";"M";"06/05/1968";"MONTEBELLUNA (TV)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"09/06/2024";"FRATELLI D'ITALIA-NOI MODERATI";"Laurea Magistrale";"ALTRI INGEGNERI"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"FRITZ";"GIANCARLO";"M";"19/09/1942";"CROCETTA DEL MONTELLO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Laurea Magistrale";"Pensionati e persone ritirate dal lavoro"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"GALLINA";"CHIARA";"F";"25/09/1981";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"FRATELLI D'ITALIA-NOI MODERATI";"Laurea Magistrale";"Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"MARTINAZZO";"ANDREA";"M";"26/01/1990";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";;
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"MASIN";"STEFANO";"M";"01/08/1976";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Istruzione Secondaria di Secondo Grado";"Artigiani e operai specializzati dell'industria estrattiva e dell'edilizia (minatori, brillatori, scalpellini, marmisti, muratori, carpentieri e falegnami, ponteggiatori, pavimentatori, vetrai, idraulici, elettricisti, installatori di infissi e serramenta"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"MAZZOCATO";"EUGENIO";"M";"08/12/1961";"AUSTRALIA";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"FRATELLI D'ITALIA-NOI MODERATI";"Istruzione Secondaria di Secondo Grado";"Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche direttive"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"POLONIATO";"LUCIA";"F";"28/05/1959";"CROCETTA DEL MONTELLO (TV)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"09/06/2024";"FUTURO COMUNE";"Laurea Magistrale";"Architetti, urbanisti e specialisti del recupero e della conservazione del territorio"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"ZANELLA";"SIMONE";"M";"20/03/1990";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Laurea Triennale";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"ZANIOL";"NADIA";"F";"04/01/1983";"VALDOBBIADENE (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";"Istruzione Secondaria di Secondo Grado";
"05";"084";"0250";"CROCETTA DEL MONTELLO";"TV";"6057";"ZANNIN";"GIOVANNI";"M";"13/08/1988";"BRASILE";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LA CIVICA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"PERENCIN";"MATTIA";"M";"16/04/1986";"VALDOBBIADENE (TV)";"10";"Sindaco";;;"09/06/2024";"10/06/2024";"FARRA VIVA";"Laurea Magistrale";"CONDIZIONI NON PROFESSIONALI"
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"ANDREOLA";"MICHELE";"M";"04/08/1963";"FARRA DI SOLIGO (TV)";"50";"Assessore";;;"09/06/2024";"17/06/2024";;;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"BORTOLIN";"GIOVANNA";"F";"17/02/1967";"VALDOBBIADENE (TV)";"50";"Assessore";;;"09/06/2024";"17/06/2024";;;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"MEROTTO";"MANUELA";"F";"11/01/1987";"CONEGLIANO (TV)";"50";"Assessore";;;"09/06/2024";"17/06/2024";;;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"SPADETTO";"SILVIA";"F";"04/07/1978";"MONTEBELLUNA (TV)";"50";"Assessore";;;"09/06/2024";"17/06/2024";;;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"AMIANTI";"GINETTA";"F";"11/09/2002";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA FUTURA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"ANDREOLA";"MICHELE";"M";"04/08/1963";"FARRA DI SOLIGO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"BALLANCIN";"EVA";"F";"05/09/1998";"CONEGLIANO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"BIGOLIN";"FRANCESCO";"M";"03/05/1962";"CARBONERA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA FUTURA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"DEOLA";"EMANUELA";"F";"10/01/1974";"FELTRE (BL)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA FUTURA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"ED-DAMI";"SANA";"F";"28/03/1989";"MAROCCO";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA FUTURA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"GERLIN";"ANGELO";"M";"22/05/1964";"PIEVE DI SOLIGO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"GUIZZO";"STEFANO";"M";"24/07/1987";"VALDOBBIADENE (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"MEROTTO";"MANUELA";"F";"11/01/1987";"CONEGLIANO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"NADAI";"DAVIDE";"M";"19/09/1992";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"RONFINI";"MATTEO";"M";"24/09/1997";"CONEGLIANO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0260";"FARRA DI SOLIGO";"TV";"8508";"SPADETTO";"SILVIA";"F";"04/07/1978";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"FARRA VIVA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"CARNIELLO";"PAOLA";"F";"23/06/1973";"PIEVE DI SOLIGO (TV)";"10";"Sindaco";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO"
"05";"084";"0270";"FOLLINA";"TV";"3634";"DAL PONT";"ALBERTO";"M";"20/07/1981";"VITTORIO VENETO (TV)";"50";"Assessore";;;"09/06/2024";"19/06/2024";;;
"05";"084";"0270";"FOLLINA";"TV";"3634";"GALLONETTO";"ROBERTO";"M";"21/10/1984";"VITTORIO VENETO (TV)";"50";"Assessore";;;"09/06/2024";"19/06/2024";;"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0270";"FOLLINA";"TV";"3634";"TOFFOLATTI";"CATERINA";"F";"07/08/1966";"FOLLINA (TV)";"50";"Assessore";;;"09/06/2024";"19/06/2024";;;
"05";"084";"0270";"FOLLINA";"TV";"3634";"ZANTA";"LUCA";"M";"02/02/1971";"DOLO (VE)";"50";"Assessore";;;"09/06/2024";"19/06/2024";;"Laurea Magistrale";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0270";"FOLLINA";"TV";"3634";"BENINCA'";"LAURA";"F";"22/12/1997";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"COLLET";"MARIO";"M";"17/02/1953";"FOLLINA (TV)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"09/06/2024";"RILANCIAMO FOLLINA";"Istruzione Secondaria di Secondo Grado";"GEOMETRI E PERITI EDILI"
"05";"084";"0270";"FOLLINA";"TV";"3634";"CORAZZIN";"SIMONE";"M";"23/12/1980";"VITTORIO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"RILANCIAMO FOLLINA";"Istruzione Secondaria di Secondo Grado";"ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE"
"05";"084";"0270";"FOLLINA";"TV";"3634";"DAL PONT";"ALBERTO";"M";"20/07/1981";"VITTORIO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"GALLONETTO";"ROBERTO";"M";"21/10/1984";"VITTORIO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0270";"FOLLINA";"TV";"3634";"GHIRARDELLO";"LUCA";"M";"01/12/1986";"VITTORIO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"MATTIUZ";"MATTEO";"M";"09/02/1998";"VITTORIO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"RILANCIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"PAIER";"OTTAVIO";"M";"20/06/1972";"FARRA DI SOLIGO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"RILANCIAMO FOLLINA";"Nessun Titolo di Studio";
"05";"084";"0270";"FOLLINA";"TV";"3634";"PIZZARDO";"ANDREA";"M";"03/07/1996";"CONEGLIANO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"PULLIN";"MONICA";"F";"25/09/2000";"VITTORIO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"TOFFOLATTI";"CATERINA";"F";"07/08/1966";"FOLLINA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";;
"05";"084";"0270";"FOLLINA";"TV";"3634";"ZANTA";"LUCA";"M";"02/02/1971";"DOLO (VE)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"VIVIAMO FOLLINA";"Laurea Magistrale";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"SESSOLO";"MAURINA";"F";"08/01/1974";"CONEGLIANO (TV)";"10";"Sindaco";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"CATTAI";"MARCO";"M";"25/12/1994";"MOTTA DI LIVENZA (TV)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Istruzione Secondaria di Secondo Grado";
"05";"084";"0280";"FONTANELLE";"TV";"5804";"CESCON";"FRANCESCA";"F";"16/06/1987";"MOTTA DI LIVENZA (TV)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Laurea Magistrale";
"05";"084";"0280";"FONTANELLE";"TV";"5804";"POLETTO";"ANDREA";"M";"04/10/1968";"ODERZO (TV)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Istruzione Secondaria di Secondo Grado";"GEOMETRI E PERITI EDILI"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"SACCON";"FABIO";"M";"28/06/1982";"CONEGLIANO (TV)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Laurea Triennale";
"05";"084";"0280";"FONTANELLE";"TV";"5804";"AGOSTINETTO";"ELEONORA";"F";"07/02/1982";"CONEGLIANO (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";;
"05";"084";"0280";"FONTANELLE";"TV";"5804";"ANDREETTA";"ILARIA";"F";"23/11/2002";"MOTTA DI LIVENZA (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";;
"05";"084";"0280";"FONTANELLE";"TV";"5804";"BORIN";"ALDO";"M";"01/09/1954";"FONTANELLE (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"VIVERE FONTANELLE-LEGA SALVINI-FRATELLI D'ITALIA";"Istruzione Primaria";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"BORTOLETTI";"GRAZIA";"F";"22/09/1964";"FONTANELLE (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE FUTURA";"Istruzione Secondaria di Secondo Grado";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"CATTAI";"MARCO";"M";"25/12/1994";"MOTTA DI LIVENZA (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";"Istruzione Secondaria di Secondo Grado";
"05";"084";"0280";"FONTANELLE";"TV";"5804";"CAVINATO";"LIVIO";"M";"22/11/1946";"PIAZZOLA SUL BRENTA (PD)";"120";"Consigliere candidato sindaco";;;"12/06/2022";"13/06/2022";;"Istruzione Secondaria di Secondo Grado";"COMMERCIALISTI E ASSIMILATI"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"CESCON";"FRANCESCA";"F";"16/06/1987";"MOTTA DI LIVENZA (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";"Laurea Magistrale";
"05";"084";"0280";"FONTANELLE";"TV";"5804";"DALL'ACQUA";"THOMAS";"M";"08/03/1978";"ODERZO (TV)";"120";"Consigliere";;;"12/06/2022";"29/05/2024";"VIVERE FONTANELLE-LEGA SALVINI-FRATELLI D'ITALIA";"Istruzione Secondaria di Secondo Grado";"OPERAI METALLURGICI NON ALTROVE CLASSIFICATI"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"NARDIN";"MARIA";"F";"12/11/1958";"ORMELLE (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";;
"05";"084";"0280";"FONTANELLE";"TV";"5804";"POLETTO";"ANDREA";"M";"04/10/1968";"ODERZO (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";"Istruzione Secondaria di Secondo Grado";"GEOMETRI E PERITI EDILI"
"05";"084";"0280";"FONTANELLE";"TV";"5804";"SACCON";"FABIO";"M";"28/06/1982";"CONEGLIANO (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";"Laurea Triennale";
"05";"084";"0280";"FONTANELLE";"TV";"5804";"ZAVAN";"CARLO";"M";"10/06/1960";"PONTE DI PIAVE (TV)";"120";"Consigliere";;;"12/06/2022";"13/06/2022";"FONTANELLE INSIEME";;
"05";"084";"0290";"FONTE";"TV";"6066";"SOMMADOSSI";"MATTHEW";"M";"18/11/1986";"ASOLO (TV)";"10";"Sindaco";;;"09/06/2024";"10/06/2024";"VIVIAMO FONTE";"Laurea Magistrale";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0290";"FONTE";"TV";"6066";"BACCIN";"LUCA";"M";"28/09/1964";"FONTE (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;"Istruzione Secondaria di Primo Grado";"ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE"
"05";"084";"0290";"FONTE";"TV";"6066";"LIVIERI";"GIOVANNA";"F";"14/12/1950";"SOLAGNA (VI)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;;"Pensionati e persone ritirate dal lavoro"
"05";"084";"0290";"FONTE";"TV";"6066";"MOCELLIN";"LUANA";"F";"23/10/1977";"ASOLO (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;;"SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE"
"05";"084";"0290";"FONTE";"TV";"6066";"SARAI";"LAURA";"F";"28/09/1990";"ASOLO (TV)";"50";"Assessore";"Vicesindaco";;"09/06/2024";"18/06/2024";;"Laurea Magistrale";"Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici"
"05";"084";"0290";"FONTE";"TV";"6066";"BACCIN";"LUCA";"M";"28/09/1964";"FONTE (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Istruzione Secondaria di Primo Grado";"ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE"
"05";"084";"0290";"FONTE";"TV";"6066";"BULLA";"BRUNO";"M";"19/06/1955";"RESANA (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Istruzione Secondaria di Secondo Grado";"Pensionati e persone ritirate dal lavoro"
"05";"084";"0290";"FONTE";"TV";"6066";"COMIN";"PAMELA";"F";"23/11/1981";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Nessun Titolo di Studio";"ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE"
"05";"084";"0290";"FONTE";"TV";"6066";"GAZZOLA";"KEVIN";"M";"25/09/1999";"CASTELFRANCO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Laurea Triennale";"Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche non direttive"
"05";"084";"0290";"FONTE";"TV";"6066";"LIVIERI";"GIOVANNA";"F";"14/12/1950";"SOLAGNA (VI)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Istruzione Secondaria di Primo Grado";"Pensionati e persone ritirate dal lavoro"
"05";"084";"0290";"FONTE";"TV";"6066";"MOCELLIN";"LUANA";"F";"23/10/1977";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"VIVIAMO FONTE";;"SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE"
"05";"084";"0290";"FONTE";"TV";"6066";"PASQUALATO";"LUCA";"M";"04/02/1976";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"VIVIAMO FONTE";;
"05";"084";"0290";"FONTE";"TV";"6066";"PELLIZZARI";"STEFANO";"M";"18/01/1988";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Istruzione Secondaria di Secondo Grado";"Imprenditori, gestori e responsabili di piccole imprese"
"05";"084";"0290";"FONTE";"TV";"6066";"REGINATO";"LINO";"M";"04/06/1964";"POSSAGNO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Istruzione Secondaria di Primo Grado";"MECCANICI GENERICI E RIPARATORI MECCANICI"
"05";"084";"0290";"FONTE";"TV";"6066";"SARAI";"LAURA";"F";"28/09/1990";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";;"Laurea Magistrale";
